Admin_Unit_Code,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,TaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt,Day,Month
ANTI,ANTI-0088,Grassland,2018,2018-06-25,07:51:00,08:01:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179034.0,93601.0,EAME,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0088,Grassland,2018,2018-06-25,07:51:00,08:01:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Pine Warbler,Setophaga pinus,950045.0,890952.0,PIWA,False,True,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0088,Grassland,2018,2018-06-25,07:51:00,08:01:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0088,Grassland,2018,2018-06-25,07:51:00,08:01:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0088,Grassland,2018,2018-06-25,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0088,Grassland,2018,2018-06-25,07:51:00,08:01:00,Brian Swimelar,2,7.5 - 10 min,Visualization,50 - 100 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0088,Grassland,2018,2018-06-25,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0088,Grassland,2018,2018-06-25,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Gray Catbird,Dumetella carolinensis,178625.0,89977.0,GRCA,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0088,Grassland,2018,2018-06-25,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0088,Grassland,2018,2018-06-25,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0088,Grassland,2018,2018-06-25,07:51:00,08:01:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Visualization,50 - 100 Meters,True,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,87391.0,TRES,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Visualization,50 - 100 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179034.0,93601.0,EAME,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179034.0,93601.0,EAME,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102.0,YBCU,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0103,Grassland,2018,2018-06-25,07:35:00,07:45:00,Brian Swimelar,2,0-2.5 min,Visualization,50 - 100 Meters,True,Undetermined,Tree Swallow,Tachycineta bicolor,178431.0,87391.0,TRES,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179034.0,93601.0,EAME,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,5 - 7.5 min,Visualization,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,2.5 - 5 min,Visualization,<= 50 Meters,False,Female,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,False,Female,Baltimore Oriole,Icterus galbula,179083.0,93655.0,BAOR,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,False,Undetermined,Gray Catbird,Dumetella carolinensis,178625.0,89977.0,GRCA,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,False,Male,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,5 - 7.5 min,Visualization,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,2.5 - 5 min,Visualization,<= 50 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179034.0,93601.0,EAME,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,2.5 - 5 min,Visualization,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True,25,6
ANTI,ANTI-0075,Grassland,2018,2018-06-25,08:12:00,08:22:00,Brian Swimelar,2,7.5 - 10 min,Visualization,<= 50 Meters,False,Male,Baltimore Oriole,Icterus galbula,179083.0,93655.0,BAOR,False,False,24,69,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,25,6
ANTI,ANTI-0076,Grassland,2018,2018-06-25,08:50:00,09:00:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0076,Grassland,2018,2018-06-25,08:50:00,09:00:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0076,Grassland,2018,2018-06-25,08:50:00,09:00:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Orchard Oriole,Icterus spurius,179064.0,93634.0,OROR,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0076,Grassland,2018,2018-06-25,08:50:00,09:00:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0076,Grassland,2018,2018-06-25,08:50:00,09:00:00,Brian Swimelar,2,2.5 - 5 min,Singing,<= 50 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179034.0,93601.0,EAME,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0076,Grassland,2018,2018-06-25,08:50:00,09:00:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0076,Grassland,2018,2018-06-25,08:50:00,09:00:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,False,Male,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0076,Grassland,2018,2018-06-25,08:50:00,09:00:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0076,Grassland,2018,2018-06-25,08:50:00,09:00:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0076,Grassland,2018,2018-06-25,08:50:00,09:00:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Pine Warbler,Setophaga pinus,950045.0,890952.0,PIWA,False,True,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0076,Grassland,2018,2018-06-25,08:50:00,09:00:00,Brian Swimelar,2,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Eastern Kingbird,Tyrannus tyrannus,178279.0,85757.0,EAKI,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,5 - 7.5 min,Visualization,50 - 100 Meters,True,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,5 - 7.5 min,Visualization,50 - 100 Meters,True,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102.0,YBCU,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0077,Grassland,2018,2018-06-25,09:08:00,09:18:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,27,72,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0104,Grassland,2018,2018-06-25,09:41:00,09:51:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,31,50,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0104,Grassland,2018,2018-06-25,09:41:00,09:51:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,31,50,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0104,Grassland,2018,2018-06-25,09:41:00,09:51:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,31,50,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0104,Grassland,2018,2018-06-25,09:41:00,09:51:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,31,50,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0104,Grassland,2018,2018-06-25,09:41:00,09:51:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102.0,YBCU,False,False,31,50,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0104,Grassland,2018,2018-06-25,09:41:00,09:51:00,Brian Swimelar,2,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,31,50,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0104,Grassland,2018,2018-06-25,09:41:00,09:51:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Eastern Meadowlark,Sturnella magna,179034.0,93601.0,EAME,False,False,31,50,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0104,Grassland,2018,2018-06-25,09:41:00,09:51:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,31,50,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0089,Grassland,2018,2018-06-25,09:25:00,09:35:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,30,47,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0089,Grassland,2018,2018-06-25,09:25:00,09:35:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,30,47,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0089,Grassland,2018,2018-06-25,09:25:00,09:35:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,30,47,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0089,Grassland,2018,2018-06-25,09:25:00,09:35:00,Brian Swimelar,2,7.5 - 10 min,Visualization,50 - 100 Meters,True,Undetermined,Turkey Vulture,Cathartes aura,175265.0,79468.0,TUVU,False,False,30,47,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
ANTI,ANTI-0089,Grassland,2018,2018-06-25,09:25:00,09:35:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,30,47,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0089,Grassland,2018,2018-06-25,09:25:00,09:35:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,30,47,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0089,Grassland,2018,2018-06-25,09:25:00,09:35:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Male,Gray Catbird,Dumetella carolinensis,178625.0,89977.0,GRCA,False,False,30,47,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,True,25,6
ANTI,ANTI-0089,Grassland,2018,2018-06-25,09:25:00,09:35:00,Brian Swimelar,2,7.5 - 10 min,Visualization,50 - 100 Meters,True,Undetermined,Turkey Vulture,Cathartes aura,175265.0,79468.0,TUVU,False,False,30,47,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,25,6
